multiply 75057.55 69494.79| Result = 5216108675.164499
minus 89894.19 -76934.03| Result = 716281593420.838867
minus -80158.87 55711.53| Result = 783309042915.550903
plus 70402.88 -25349.11| Result = 719303172159.754517
add_sq -37296.8 51726.4| Result = 708167146456.007324
sq_add -73040.82 16876.61| Result = 746314320822.096924
minus -73875.66 -49592.0| Result = 792939582593.280640
divide -32884.55 -51828.93| Result = 783309042916.185425
multiply -86494.42 -10642.7| Result = 720223706323.488525
multiply 91986.08 -57402.18| Result = 787659381071.626221
divide -33485.04 -61630.26| Result = 746314320822.640259
sq_add -699.09 -3084.7| Result = 716295910487.603027
multiply 31344.72 -88751.73| Result = 780527144789.819824
minus 53975.4 -92582.48| Result = 720223852881.368530
minus -20386.97 26728.47| Result = 746314273707.200317
plus -27964.94 50948.54| Result = 716295933471.203003
sq_add -97344.48 72371.43| Result = 788283034297.928711
sq_add -89567.58 34416.45| Result = 723265500021.645386
minus 79260.02 -85802.6| Result = 746314438769.820312
multiply -70491.1 84493.17| Result = 782327017802.141724
sq_add 31480.96 30041.14| Result = 720080902259.613037
sq_add -23784.05 -35272.62| Result = 726753190293.134277
plus 79276.23 27878.75| Result = 746314545924.800293
multiply -44373.14 40151.11| Result = 780545386976.956299
sq_add 5763.69 -11467.75| Result = 720113438560.096680
plus 58299.77 65165.89| Result = 726753313758.794312
plus 39275.71 22366.61| Result = 746314607567.120239
multiply 1855.16 68262.0| Result = 780672023908.876343
divide -56291.49 13300.1| Result = 720113438555.864258
minus -6190.25 -24720.68| Result = 726753332289.224365
minus -99225.14 -30008.46| Result = 746314538350.440186
divide -69642.92 -64943.67| Result = 720113438556.936646
multiply 58498.53 6414.18| Result = 727128552390.379761
add_sq -55990.57 -6954.96| Result = 749497853747.966675
sq_add -85288.46 -28687.93| Result = 733104056034.368774
divide 70069.8 86209.85| Result = 727128552391.192505
minus 20963.9 25506.4| Result = 749497849205.466675
plus -59875.98 93696.96| Result = 719274389183.023071
add_sq 9353.47 -85852.27| Result = 740562155699.562622
plus 63253.59 26856.11| Result = 727128642500.892456
multiply -68427.04 -75075.21| Result = 754635023603.145020
add_sq -94086.19 76060.28| Result = 755199533041.957153
multiply 39804.81 -58385.13| Result = 724804633494.417114
add_sq -47099.46 -28952.78| Result = 757691646205.165039
minus 45665.74 -58230.08| Result = 755199636937.777100
divide 64097.32 -17462.48| Result = 719274389179.352539
multiply -72854.4 -52648.53| Result = 728640310558.449097
sq_add 99814.61 -16110.73| Result = 764697985732.219482
plus 78149.02 94644.9| Result = 755199809731.697144
divide 6637.7 -22825.67| Result = 728640310558.158325
multiply -18027.51 5034.14| Result = 719183636170.161133
multiply -20844.99 -60580.65| Result = 765960788775.662964
plus -12177.34 -71540.36| Result = 802315624790.454224
minus -60917.46 -20691.78| Result = 755199769506.017090
plus -13782.03 14651.85| Result = 728640311427.978271
multiply 74728.26 -17409.09| Result = 764659837771.779541
sq_add 33138.44 16764.55| Result = 721673944581.101196
plus -56993.16 -8088.0| Result = 755199704424.857056
minus 80056.33 16069.52| Result = 728640375414.788330
multiply -40089.97 -80169.59| Result = 767873834229.791870
add_sq 1886.16 -81818.35| Result = 728371744577.369263
divide 35804.5 66733.56| Result = 755199704425.393555
minus 15054.49 81010.0| Result = 728640309459.278320
divide 48564.84 89220.12| Result = 767873834230.336182
divide 398.24 -95736.22| Result = 728371744577.365112
add_sq -19268.06 -3448.48| Result = 755582854575.867554
minus -54447.57 45747.77| Result = 728640209263.938354
multiply -40079.19 -37159.97| Result = 757072196073.891846
add_sq -15906.3 -82503.85| Result = 735431640221.877563
plus -73542.0 98121.03| Result = 708167171035.037354
divide -73303.27 -86607.09| Result = 728640209264.784790
plus 34706.26 66798.83| Result = 757072297578.981812
multiply -557.43 14022.99| Result = 735423823386.561890
minus 6262.21 84514.38| Result = 728640131012.614746
divide 75422.68 14740.4| Result = 757072297584.098511
add_sq 31400.42 -10859.21| Result = 709271079853.037842
sq_add -79934.21 15136.7| Result = 739622540688.761963
divide -81342.88 -62450.32| Result = 728640131013.917236
add_sq 29571.14 72576.91| Result = 763214157770.146240
plus -15416.54 -15459.51| Result = 709271048976.987793
divide 21614.41 91577.65| Result = 728640131014.153198
multiply -53218.08 -24954.52| Result = 740950572330.483521
plus -60125.68 -82450.4| Result = 763214015194.066284
multiply -14743.41 66513.04| Result = 727659501995.086792
minus -52364.96 -76665.07| Result = 740950596630.593506
minus 44135.41 -63581.22| Result = 763214122910.696289
minus 12941.8 18684.1| Result = 709271043234.687744
plus 34927.41 -58905.65| Result = 727659478016.846802
minus -74436.14 6525.67| Result = 740950515668.783447
divide 49575.12 -35530.96| Result = 763214122909.301025
minus 16360.31 -67499.89| Result = 727659561877.046753
divide 66985.7 88885.26| Result = 740950515669.537109
multiply -59959.51 -98547.82| Result = 769123001908.069214
minus 86340.8 44304.28| Result = 727659603913.566772
multiply -33611.04 -88109.64| Result = 772084458542.494873
divide -77005.74 -1260.91| Result = 740950515730.608643
minus 78471.79 7514.41| Result = 772084529499.874878
minus -27055.71 -75266.21| Result = 727659652124.066772
add_sq 28754.34 -87645.66| Result = 749459089516.279785
minus -99502.2 -30954.2| Result = 772084460951.874878
divide -49942.96 97597.66| Result = 727659652123.555054
multiply -11859.16 -53734.36| Result = 750096333889.017334
multiply 36844.18 25036.14| Result = 773006897000.540039
plus 7136.07 -28695.09| Result = 727659630564.535034
plus 69285.97 -34889.38| Result = 750096368285.607300
divide -32850.5 -39861.27| Result = 773006897001.364136
divide 39554.9 -56727.7| Result = 727659630563.837769
divide -74643.71 42248.16| Result = 750096368283.840454
multiply -97998.29 82396.18| Result = 764932212258.831909
multiply 91523.75 -82661.44| Result = 720094145594.637817
multiply 52861.17 62274.2| Result = 753388255356.654419
sq_add -89145.52 57513.12| Result = 768874442960.096191
add_sq 73506.65 28164.66| Result = 808512100457.592285
divide 26044.46 -68719.07| Result = 764932212258.452881
sq_add 17337.15 60699.62| Result = 715360780706.720703
plus -4764.22 -22005.54| Result = 753388228586.894409
divide 29117.99 40075.27| Result = 720094145595.364380
divide -92302.94 -54012.0| Result = 768874442961.805176
divide -78896.82 -18294.87| Result = 808512100461.904785
plus 22436.76 -97106.11| Result = 780527070120.469849
multiply -55595.05 25150.63| Result = 751989978054.512939
multiply -9228.11 60962.57| Result = 719531576293.521729
add_sq -84419.65 71066.93| Result = 781051628807.552612
add_sq -22467.3 -81559.28| Result = 815668796185.313232
multiply -99252.47 -85597.76| Result = 723856569813.187866
divide -44453.38 32626.57| Result = 719531576292.159180
add_sq -53874.38 18624.08| Result = 755239283230.743774
multiply -42218.65 -16060.6| Result = 816346853035.503174
multiply 59529.43 88554.92| Result = 786323252718.848267
divide 324.38 10641.07| Result = 723856569813.218384
multiply -73588.53 -28380.38| Result = 757327753675.785156
add_sq 17003.5 -66214.77| Result = 724205091070.562134
divide -46220.86 6696.1| Result = 780527070113.567139
minus 99289.73 45438.9| Result = 723856623664.048340
minus -1375.2 -78216.41| Result = 786323329560.058228
sq_add -15091.7 -98507.03| Result = 829251524493.116089
divide 50332.79 -92583.6| Result = 757327753675.241455
sq_add 12778.77 62584.89| Result = 729884772319.157715
minus -79846.38 37877.95| Result = 723856505939.718384
multiply -76780.15 -88163.04| Result = 793092500995.714233
multiply -92631.15 -85882.43| Result = 737840160574.852173
sq_add -79133.96 -99796.96| Result = 755872780071.764771
multiply 12265.7 -14103.67| Result = 757154762290.122437
divide 47422.57 58631.3| Result = 793092500996.523071
minus -94458.46 56.21| Result = 780526975598.897095
add_sq -48880.44 42838.75| Result = 833475980409.272217
plus 13191.67 -30189.35| Result = 755872763074.084717
add_sq -99662.99 64383.35| Result = 807170428329.485718
add_sq 85.51 71042.7| Result = 838523052944.522339
minus 82528.94 26387.84| Result = 757154818431.222412
multiply 78555.22 -61524.14| Result = 751039720721.073975
multiply -46685.2 5104.58| Result = 780288667260.681152
minus -42251.99 61700.41| Result = 807170324377.085693
sq_add 68254.34 -89930.75| Result = 838992919695.010498
multiply -35716.1 -30369.56| Result = 758239500673.138428
multiply -14174.42 -39799.94| Result = 751603861786.608765
add_sq 3528.36 24124.86| Result = 807764782571.394897
sq_add 27278.26 -61212.43| Result = 781440195154.270020
add_sq 6740.21 -92384.59| Result = 847573262595.322754
divide -14908.45 -15394.62| Result = 758239500674.106812
sq_add 50673.37 26550.2| Result = 757567341550.153687
sq_add -65008.66 92706.45| Result = 808531950142.279053
divide 7801.94 2286.28| Result = 847573262598.735229
sq_add 12708.58 -39254.65| Result = 758944194506.551758
minus 18423.34 -2433.16| Result = 808531970998.779053
minus -55004.18 13086.88| Result = 757567273459.093628
plus 99780.72 -4215.07| Result = 847573358164.385254
minus 82909.99 -4349.83| Result = 758944281766.371704
add_sq -66568.95 -42978.62| Result = 814810557879.985962
add_sq -80518.13 4452.39| Result = 764070266494.502686
sq_add 2101.74 -15813.45| Result = 847761369155.509399
sq_add 45594.0 -44683.02| Result = 758945111650.932129
sq_add 47005.43 -84240.63| Result = 816197017999.026001
plus -5995.71 82542.92| Result = 764070343041.712646
multiply -19944.71 4891.8| Result = 847663803623.131348
add_sq 1482.32 64735.01| Result = 763137930443.214600
plus 75801.47 -56841.36| Result = 816197036959.135986
add_sq -30580.6 14262.62| Result = 765208938467.337036
sq_add -83307.52 -41356.8| Result = 863204996304.193726
divide 28249.31 74308.43| Result = 763137930443.594727
multiply 9645.37 -56613.75| Result = 815650976393.298462
add_sq -65651.18 30700.25| Result = 770461521252.791992
divide -18196.09 52565.68| Result = 863204996303.847534
divide 52062.78 73093.27| Result = 763137930444.307007
add_sq 22783.11 -28644.3| Result = 816990542417.060547
minus 85968.02 14363.46| Result = 770461592857.352051
divide -12093.29 89653.54| Result = 781440195154.135132
minus 65839.12 -2215.06| Result = 763137998498.487061
add_sq -86590.98 -45830.79| Result = 826589001546.445068
sq_add 55116.78 23969.92| Result = 776716298974.242065
divide 29115.92 44818.34| Result = 781440195154.784790
add_sq -35666.96 -7850.99| Result = 764471768578.108765
add_sq 55481.58 80027.66| Result = 786198931058.614014
plus 75819.03 23300.51| Result = 781440294274.324829
minus 94998.23 54246.37| Result = 764471809329.968750
plus 74616.67 69956.52| Result = 786199075631.803955
multiply 25919.77 26127.56| Result = 782117514620.186035
sq_add 27034.24 46709.14| Result = 868643082397.671875
sq_add 16826.09 63846.86| Result = 788625639481.888550
add_sq -30671.08 51631.1| Result = 789805561267.380371
minus -84107.82 89985.53| Result = 764471635236.618774
multiply -30112.75 -35795.7| Result = 869720989362.846924
plus -42437.46 -83842.65| Result = 788625513201.778564
add_sq -84792.12 89965.18| Result = 805088998493.907227
multiply -67685.5 90492.8| Result = 863595938948.446899
multiply -16063.88 -36232.03| Result = 765053662218.695190
add_sq -36361.25 -32613.82| Result = 791011314958.333496
add_sq -61837.22 21236.2| Result = 809363816461.675659
divide 60767.4 -77241.56| Result = 765053662217.908447
minus 69610.74 62917.16| Result = 791011321651.913452
multiply 27955.81 17315.33| Result = 864080003024.014160
divide 62454.0 66110.23| Result = 809363816462.620361
multiply 95844.43 -31271.9| Result = 762056424787.391479
add_sq 58571.21 -94388.97| Result = 803351185950.438477
add_sq 87068.95 -95041.72| Result = 880693933618.675049
sq_add -58270.62 65052.29| Result = 762102415835.380371
multiply -87092.05 73320.86| Result = 802978152457.457397
multiply -88057.26 55013.76| Result = 798506824982.540894
add_sq -52300.29 -37899.53| Result = 884865628326.980103
sq_add 45445.76 29839.63| Result = 767770305782.832520
plus 58751.81 -40043.92| Result = 798506843690.430908
add_sq 68166.22 26956.27| Result = 808351426498.858643
minus 27211.47 -46409.16| Result = 767770379403.462524
plus -64554.92 36629.53| Result = 884865600401.590088
sq_add -15057.75 -55472.6| Result = 803481373961.553467
divide 19948.13 85962.85| Result = 808351426499.090698
plus 25161.86 52814.04| Result = 767770457379.362549
add_sq -83635.36 56677.63| Result = 895072827586.336548
plus 84881.28 -48935.72| Result = 803481409907.113525
add_sq 48277.21 41775.77| Result = 741916064539.329224
add_sq -14028.39 -67933.96| Result = 813163245146.364380
plus -30523.46 -20334.06| Result = 767770406521.842529
multiply 83508.7 7911.58| Result = 804142095667.859497
plus -36138.51 -33079.84| Result = 741915995320.979248
add_sq 18300.63 -5698.25| Result = 813530628257.823730
divide 30285.99 -81568.27| Result = 767770406521.471191
sq_add -75191.31 -66955.66| Result = 824347856748.040405
minus -16895.48 42935.93| Result = 895072767754.926514
minus 96360.92 68908.82| Result = 741916022773.079224
plus 97863.79 31997.94| Result = 813530758119.553711
add_sq -33725.67 88152.85| Result = 833256202528.111816
minus -59927.48 -3116.97| Result = 895072710944.416504
add_sq -73690.62 -38466.56| Result = 820440741833.771729
add_sq -61674.24 -32139.61| Result = 746752689183.608887
divide -24244.24 91100.01| Result = 833256202527.845703
divide 41561.46 24507.5| Result = 820440741835.467651
multiply -89727.6 -14357.83| Result = 896361004571.524536
multiply -53039.24 -98050.92| Result = 751953235461.709717
multiply -94698.96 89415.49| Result = 824788648616.955322
sq_add -74924.55 10659.44| Result = 824570746198.779785
multiply -6308.81 -51904.81| Result = 896688462155.900635
sq_add -82877.38 -21341.29| Result = 762814766638.278564
sq_add -44211.05 3805.42| Result = 826421263552.652222
add_sq 2942.99 -28315.78| Result = 825381190785.928345
add_sq -71532.24 -70292.24| Result = 906746322519.535889
sq_add -37120.58 71668.17| Result = 764008302613.086670
plus -98066.17 -97880.76| Result = 826421067605.722168
multiply 56883.79 -8813.14| Result = 824879865980.927734
sq_add -46662.82 -45913.68| Result = 915316730871.785889
add_sq 34064.93 -5829.07| Result = 765202700126.056519
plus -13983.96 10488.16| Result = 824879862485.127686
plus 63097.5 57525.87| Result = 826421188229.092163
plus 79826.38 -42579.18| Result = 915316768118.985840
add_sq -35468.79 59259.37| Result = 769972408122.917480
minus -79759.01 -79421.34| Result = 824879862147.457642
divide -90924.95 -87036.88| Result = 826421188230.136841
minus 92445.52 40161.16| Result = 769972460407.277466
sq_add -818.2 -13839.88| Result = 915531627428.272217
sq_add 70049.42 -64464.7| Result = 824911051244.936035
divide -59025.73 39408.76| Result = 826421188228.639038
multiply -66608.56 87148.41| Result = 764167630310.887817
plus 5883.35 -95110.65| Result = 915531538200.972168
multiply 64372.53 85441.93| Result = 830411164447.118896
minus 12805.1 -1476.72| Result = 826421202510.458984
minus -65074.99 98473.43| Result = 764167466762.467773
divide 70898.38 39221.61| Result = 915531538202.779785
sq_add -32750.82 43065.84| Result = 830517564084.719238
divide 19531.55 84250.36| Result = 826421202510.690796
minus -67070.49 31725.04| Result = 915531439407.249756
sq_add -92671.46 -53780.59| Result = 785615669711.670288
divide -31133.87 -29775.19| Result = 830517564085.764893
minus 11292.91 -58205.34| Result = 826421272008.940796
sq_add 60376.42 -94595.51| Result = 786786615832.098389
sq_add -16116.11 85861.26| Result = 920395825355.772217
multiply 13671.84 -52985.61| Result = 829793153303.542480
add_sq 96384.74 -53604.45| Result = 838584727173.610840
divide 42279.83 -42803.75| Result = 786786615831.110596
plus 45840.6 -87707.87| Result = 920395783488.502197
divide 65164.96 -23964.25| Result = 829793153300.823242
minus 32573.96 -1926.25| Result = 838584761673.820801
sq_add -9918.08 63299.36| Result = 789636176885.548950
add_sq -50037.19 76445.25| Result = 928743380119.160767
divide 92414.34 59710.38| Result = 829793153302.370972
divide -94491.13 -16008.48| Result = 838584761679.723389
sq_add -50689.88 -82313.92| Result = 807326187699.988892
plus 63991.96 92937.97| Result = 928743537049.090820
divide -6121.62 -74952.47| Result = 838584761679.805054
add_sq -47579.47 -24865.43| Result = 810208283274.554688
plus -95220.34 -65087.02| Result = 829792992995.010986
divide 93001.59 -18271.31| Result = 928743537044.000732
minus 68793.81 -23644.32| Result = 838584854117.935059
sq_add 9540.77 -63215.73| Result = 832673994326.012573
multiply 20560.56 6574.47| Result = 810343458059.457886
minus 18916.99 71793.72| Result = 928743484167.270752
add_sq -20734.76 -1508.03| Result = 839017058544.673584
add_sq -96530.26 11563.26| Result = 842125794403.507812
add_sq -82763.67 -47229.63| Result = 819423921081.263672
divide 45284.73 -79798.68| Result = 928743484166.703247
sq_add 65600.1 82131.05| Result = 860841551224.996094
sq_add -87301.1 -83879.95| Result = 871428746282.610352
minus 46813.65 -58319.29| Result = 819424026214.203613
minus -84223.29 -71843.96| Result = 928743471787.373291
divide 58326.45 -37733.11| Result = 860841551223.450317
sq_add -90982.93 26432.61| Result = 823590770026.306030
divide 15502.02 50620.89| Result = 860841551223.756592
minus -73388.41 -14818.72| Result = 928743413217.683350
sq_add 29884.62 -19699.67| Result = 860945284430.259033
add_sq -65659.03 -94377.76| Result = 836809039829.464478
plus 2985.93 -36852.54| Result = 928743379351.073364
sq_add 2195.98 -92137.08| Result = 844898441298.674438
minus -85943.15 -77563.24| Result = 860945276050.348999
add_sq 12879.63 -39957.52| Result = 846660929572.161743
minus -27919.54 -93624.52| Result = 860945341755.328979
add_sq -35667.28 -65280.25| Result = 866479007657.989868
divide 53521.27 18773.02| Result = 846660929575.012695
plus -49016.65 -91878.11| Result = 866478866763.229858
divide 14663.99 -76420.62| Result = 846660929574.820801
add_sq 64060.65 76807.29| Result = 876481993438.796509
multiply -57361.93 44889.76| Result = 844085966303.984009
sq_add 63024.29 153.88| Result = 848077447468.532959
minus -35739.11 -46941.39| Result = 848077458670.812988
add_sq 34686.41 -72633.9| Result = 854556289138.711060
divide 83255.27 -76704.37| Result = 854556289137.625610
sq_add 42678.03 21243.26| Result = 858642220452.889648
plus -29685.43 -44589.25| Result = 858642146178.209595
divide 76342.05 -15826.76| Result = 858642146173.385986
plus 66872.45 -63433.69| Result = 858642149612.145996
divide 81389.54 -47008.77| Result = 858642149610.414673
divide 19344.71 -74720.19| Result = 858642149610.155762
minus -60829.52 -49958.54| Result = 858642138739.175781
multiply -77155.5 -8308.52| Result = 859283186754.035767
minus 31111.19 -82010.09| Result = 859283299875.315796
multiply 85149.16 49531.24| Result = 863500843355.074219
minus -86456.3 50041.01| Result = 863500706857.764160
add_sq -5085.1 -27278.78| Result = 864270696938.062500
minus -9160.82 97992.32| Result = 864270589784.922485
minus -43435.12 74350.67| Result = 864270471999.132446
